detection_id,event_id,session_id,species_code,common_name,confidence,t_start_s,t_end_s,freq_low_hz,freq_high_hz,wav_path,channel,source,detection_duration_s,is_public
det_000528,event_20260111_074848_061,20260111_003017,eurmag1,Pie bavarde,0.9757,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_074848_061.wav,1,BirdNET,3.0,True
det_000529,event_20260111_104712_413,20260111_003017,firecr1,Roitelet triple-bandeau,0.9745,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_104712_413.wav,1,BirdNET,3.0,True
det_000530,event_20260111_091013_206,20260111_003017,hawfin,Gros-bec casse-noyaux,0.974,6.0,8.87,0,15000,D:\20260111_003017\event_20260111_091013_206.wav,1,BirdNET,2.869999999999999,True
det_000531,event_20260111_081800_091,20260111_003017,eurmag1,Pie bavarde,0.973,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_081800_091.wav,1,BirdNET,3.0,True
det_000532,event_20260111_075035_066,20260111_003017,eurmag1,Pie bavarde,0.9728,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_075035_066.wav,1,BirdNET,3.0,True
det_000533,event_20260111_073616_042,20260111_003017,eurmag1,Pie bavarde,0.9721,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_073616_042.wav,1,BirdNET,3.0,True
det_000534,event_20260111_083811_137,20260111_003017,eurmag1,Pie bavarde,0.9721,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_083811_137.wav,1,BirdNET,3.0,True
det_000535,event_20260111_074948_064,20260111_003017,eurmag1,Pie bavarde,0.9719,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_074948_064.wav,1,BirdNET,3.0,True
det_000536,event_20260111_075126_069,20260111_003017,eurmag1,Pie bavarde,0.9711,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_075126_069.wav,1,BirdNET,3.0,True
det_000537,event_20260111_090902_201,20260111_003017,eurrob1,Rougegorge familier,0.9709,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_090902_201.wav,1,BirdNET,3.0,True
det_000538,event_20260111_074757_057,20260111_003017,eurmag1,Pie bavarde,0.9706,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_074757_057.wav,1,BirdNET,3.0,True
det_000539,event_20260111_075306_071,20260111_003017,eurmag1,Pie bavarde,0.9703,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_075306_071.wav,1,BirdNET,3.0,True
det_000540,event_20260111_075336_074,20260111_003017,eurmag1,Pie bavarde,0.9697,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_075336_074.wav,1,BirdNET,3.0,True
det_000541,event_20260111_082953_112,20260111_003017,eurrob1,Rougegorge familier,0.9688,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_082953_112.wav,1,BirdNET,3.0,True
det_000542,event_20260111_083629_129,20260111_003017,eurjac,Choucas des tours,0.9683,6.0,9.0,0,15000,D:\20260111_003017\event_20260111_083629_129.wav,1,BirdNET,3.0,True
det_000543,event_20260111_083918_141,20260111_003017,eurmag1,Pie bavarde,0.9673,12.0,15.0,0,15000,D:\20260111_003017\event_20260111_083918_141.wav,1,BirdNET,3.0,True
det_000544,event_20260111_094325_291,20260111_003017,eurmag1,Pie bavarde,0.9664,12.0,15.0,0,15000,D:\20260111_003017\event_20260111_094325_291.wav,1,BirdNET,3.0,True
det_000545,event_20260111_092507_231,20260111_003017,eurmag1,Pie bavarde,0.964,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_092507_231.wav,1,BirdNET,3.0,True
det_000546,event_20260111_104525_406,20260111_003017,eurjac,Choucas des tours,0.9632,6.0,9.0,0,15000,D:\20260111_003017\event_20260111_104525_406.wav,1,BirdNET,3.0,True
det_000547,event_20260111_131314_771,20260111_003017,eurmag1,Pie bavarde,0.9604,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_131314_771.wav,1,BirdNET,3.0,True
det_000548,event_20260111_081913_095,20260111_003017,eurmag1,Pie bavarde,0.9598,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_081913_095.wav,1,BirdNET,3.0,True
det_000549,event_20260111_093613_274,20260111_003017,eurmag1,Pie bavarde,0.9586,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_093613_274.wav,1,BirdNET,3.0,True
det_000550,event_20260111_104616_409,20260111_003017,firecr1,Roitelet triple-bandeau,0.9582,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_104616_409.wav,1,BirdNET,3.0,True
det_000551,event_20260111_074403_048,20260111_003017,eurmag1,Pie bavarde,0.9576,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_074403_048.wav,1,BirdNET,3.0,True
det_000552,event_20260111_075540_080,20260111_003017,eurmag1,Pie bavarde,0.9573,6.0,8.02,0,15000,D:\20260111_003017\event_20260111_075540_080.wav,1,BirdNET,2.0199999999999996,True
det_000553,event_20260111_074927_063,20260111_003017,eurmag1,Pie bavarde,0.9567,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_074927_063.wav,1,BirdNET,3.0,True
det_000554,event_20260111_082953_112,20260111_003017,eurrob1,Rougegorge familier,0.9555,6.0,9.0,0,15000,D:\20260111_003017\event_20260111_082953_112.wav,1,BirdNET,3.0,True
det_000555,event_20260111_075344_075,20260111_003017,eurmag1,Pie bavarde,0.9554,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_075344_075.wav,1,BirdNET,3.0,True
det_000556,event_20260111_132038_803,20260111_003017,eurmag1,Pie bavarde,0.9548,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_132038_803.wav,1,BirdNET,3.0,True
det_000557,event_20260111_073634_044,20260111_003017,eurmag1,Pie bavarde,0.9538,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_073634_044.wav,1,BirdNET,3.0,True
det_000558,event_20260111_073606_041,20260111_003017,eurmag1,Pie bavarde,0.9535,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_073606_041.wav,1,BirdNET,3.0,True
det_000559,event_20260111_083153_122,20260111_003017,eurrob1,Rougegorge familier,0.9534,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_083153_122.wav,1,BirdNET,3.0,True
det_000560,event_20260111_102516_358,20260111_003017,grswoo,Pic épeiche,0.9532,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_102516_358.wav,1,BirdNET,3.0,True
det_000561,event_20260111_075054_067,20260111_003017,eurmag1,Pie bavarde,0.9527,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_075054_067.wav,1,BirdNET,3.0,True
det_000562,event_20260111_083031_117,20260111_003017,eurrob1,Rougegorge familier,0.9526,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_083031_117.wav,1,BirdNET,3.0,True
det_000563,event_20260111_083013_115,20260111_003017,eurrob1,Rougegorge familier,0.9526,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_083013_115.wav,1,BirdNET,3.0,True
det_000564,event_20260111_110026_442,20260111_003017,eurmag1,Pie bavarde,0.9518,15.0,18.0,0,15000,D:\20260111_003017\event_20260111_110026_442.wav,1,BirdNET,3.0,True
det_000565,event_20260111_105246_426,20260111_003017,comchi1,Pouillot véloce,0.9518,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_105246_426.wav,1,BirdNET,3.0,True
det_000566,event_20260111_082928_110,20260111_003017,eurrob1,Rougegorge familier,0.9513,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_082928_110.wav,1,BirdNET,3.0,True
det_000567,event_20260111_073628_043,20260111_003017,eurmag1,Pie bavarde,0.951,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_073628_043.wav,1,BirdNET,3.0,True
det_000568,event_20260111_074626_052,20260111_003017,eurmag1,Pie bavarde,0.9508,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_074626_052.wav,1,BirdNET,3.0,True
det_000569,event_20260111_083153_122,20260111_003017,eurrob1,Rougegorge familier,0.95,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_083153_122.wav,1,BirdNET,3.0,True
det_000570,event_20260111_075300_070,20260111_003017,eurjac,Choucas des tours,0.9498,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_075300_070.wav,1,BirdNET,3.0,True
det_000571,event_20260111_092840_235,20260111_003017,eurrob1,Rougegorge familier,0.9488,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_092840_235.wav,1,BirdNET,3.0,True
det_000572,event_20260111_075020_065,20260111_003017,eurmag1,Pie bavarde,0.9475,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_075020_065.wav,1,BirdNET,3.0,True
det_000573,event_20260111_074654_054,20260111_003017,eurmag1,Pie bavarde,0.9471,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_074654_054.wav,1,BirdNET,3.0,True
det_000574,event_20260111_072248_024,20260111_003017,eurjac,Choucas des tours,0.9468,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_072248_024.wav,1,BirdNET,3.0,True
det_000575,event_20260111_081800_091,20260111_003017,eurjac,Choucas des tours,0.9468,6.0,9.0,0,15000,D:\20260111_003017\event_20260111_081800_091.wav,1,BirdNET,3.0,True
det_000576,event_20260111_075559_082,20260111_003017,eurmag1,Pie bavarde,0.9467,6.0,8.7,0,15000,D:\20260111_003017\event_20260111_075559_082.wav,1,BirdNET,2.6999999999999993,True
det_000577,event_20260111_092852_236,20260111_003017,eurrob1,Rougegorge familier,0.946,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_092852_236.wav,1,BirdNET,3.0,True
det_000578,event_20260111_102610_365,20260111_003017,grswoo,Pic épeiche,0.9458,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_102610_365.wav,1,BirdNET,3.0,True
det_000579,event_20260111_074813_058,20260111_003017,eurmag1,Pie bavarde,0.9435,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_074813_058.wav,1,BirdNET,3.0,True
det_000580,event_20260111_092945_241,20260111_003017,eurrob1,Rougegorge familier,0.9434,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_092945_241.wav,1,BirdNET,3.0,True
det_000581,event_20260111_083134_120,20260111_003017,eurrob1,Rougegorge familier,0.9433,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_083134_120.wav,1,BirdNET,3.0,True
det_000582,event_20260111_090538_195,20260111_003017,eurrob1,Rougegorge familier,0.9422,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_090538_195.wav,1,BirdNET,3.0,True
det_000583,event_20260111_075359_076,20260111_003017,eurmag1,Pie bavarde,0.9418,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_075359_076.wav,1,BirdNET,3.0,True
det_000584,event_20260111_075300_070,20260111_003017,eurjac,Choucas des tours,0.9417,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_075300_070.wav,1,BirdNET,3.0,True
det_000585,event_20260111_101045_330,20260111_003017,eurmag1,Pie bavarde,0.9413,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_101045_330.wav,1,BirdNET,3.0,True
det_000586,event_20260111_093003_244,20260111_003017,eurmag1,Pie bavarde,0.9398,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_093003_244.wav,1,BirdNET,3.0,True
det_000587,event_20260111_131900_795,20260111_003017,eurjac,Choucas des tours,0.9398,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_131900_795.wav,1,BirdNET,3.0,True
det_000588,event_20260111_074356_047,20260111_003017,eurmag1,Pie bavarde,0.9387,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_074356_047.wav,1,BirdNET,3.0,True
det_000589,event_20260111_075422_077,20260111_003017,eurjac,Choucas des tours,0.9373,6.0,8.53,0,15000,D:\20260111_003017\event_20260111_075422_077.wav,1,BirdNET,2.5299999999999994,True
det_000590,event_20260111_072248_024,20260111_003017,eurjac,Choucas des tours,0.9359,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_072248_024.wav,1,BirdNET,3.0,True
det_000591,event_20260111_095325_306,20260111_003017,blutit,Mésange bleue,0.9358,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_095325_306.wav,1,BirdNET,3.0,True
det_000592,event_20260111_093850_280,20260111_003017,eurrob1,Rougegorge familier,0.9344,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_093850_280.wav,1,BirdNET,3.0,True
det_000593,event_20260111_074717_055,20260111_003017,eurmag1,Pie bavarde,0.9341,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_074717_055.wav,1,BirdNET,3.0,True
det_000594,event_20260111_093914_282,20260111_003017,eurrob1,Rougegorge familier,0.9335,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_093914_282.wav,1,BirdNET,3.0,True
det_000595,event_20260111_104623_410,20260111_003017,firecr1,Roitelet triple-bandeau,0.9331,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_104623_410.wav,1,BirdNET,3.0,True
det_000596,event_20260111_074654_054,20260111_003017,eurmag1,Pie bavarde,0.933,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_074654_054.wav,1,BirdNET,3.0,True
det_000597,event_20260111_074717_055,20260111_003017,eurmag1,Pie bavarde,0.9327,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_074717_055.wav,1,BirdNET,3.0,True
det_000598,event_20260111_085835_178,20260111_003017,eurmag1,Pie bavarde,0.9326,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_085835_178.wav,1,BirdNET,3.0,True
det_000599,event_20260111_074837_060,20260111_003017,eurmag1,Pie bavarde,0.9312,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_074837_060.wav,1,BirdNET,3.0,True
det_000600,event_20260111_082937_111,20260111_003017,eurrob1,Rougegorge familier,0.9301,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_082937_111.wav,1,BirdNET,3.0,True
det_000601,event_20260111_093451_269,20260111_003017,eurmag1,Pie bavarde,0.9293,6.0,9.0,0,15000,D:\20260111_003017\event_20260111_093451_269.wav,1,BirdNET,3.0,True
det_000602,event_20260111_085823_177,20260111_003017,eurmag1,Pie bavarde,0.9292,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_085823_177.wav,1,BirdNET,3.0,True
det_000603,event_20260111_093042_249,20260111_003017,eurrob1,Rougegorge familier,0.9284,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_093042_249.wav,1,BirdNET,3.0,True
det_000604,event_20260111_075550_081,20260111_003017,eurmag1,Pie bavarde,0.9268,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_075550_081.wav,1,BirdNET,3.0,True
det_000605,event_20260111_085809_175,20260111_003017,eurmag1,Pie bavarde,0.9265,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_085809_175.wav,1,BirdNET,3.0,True
det_000606,event_20260111_090931_204,20260111_003017,eurjac,Choucas des tours,0.9254,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_090931_204.wav,1,BirdNET,3.0,True
det_000607,event_20260111_103246_384,20260111_003017,cowpig1,Pigeon ramier,0.9238,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_103246_384.wav,1,BirdNET,3.0,True
det_000608,event_20260111_110034_443,20260111_003017,eurmag1,Pie bavarde,0.9233,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_110034_443.wav,1,BirdNET,3.0,True
det_000609,event_20260111_074626_052,20260111_003017,eurmag1,Pie bavarde,0.92,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_074626_052.wav,1,BirdNET,3.0,True
det_000610,event_20260111_075344_075,20260111_003017,eurmag1,Pie bavarde,0.9193,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_075344_075.wav,1,BirdNET,3.0,True
det_000611,event_20260111_073535_036,20260111_003017,eurmag1,Pie bavarde,0.9182,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_073535_036.wav,1,BirdNET,3.0,True
det_000612,event_20260111_085849_180,20260111_003017,eurmag1,Pie bavarde,0.9177,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_085849_180.wav,1,BirdNET,3.0,True
det_000613,event_20260111_093108_251,20260111_003017,gretit1,Mésange charbonnière,0.9162,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_093108_251.wav,1,BirdNET,3.0,True
det_000614,event_20260111_082937_111,20260111_003017,eurrob1,Rougegorge familier,0.916,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_082937_111.wav,1,BirdNET,3.0,True
det_000615,event_20260111_131207_768,20260111_003017,comchi1,Pouillot véloce,0.9147,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_131207_768.wav,1,BirdNET,3.0,True
det_000616,event_20260111_101106_331,20260111_003017,eurmag1,Pie bavarde,0.9132,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_101106_331.wav,1,BirdNET,3.0,True
det_000617,event_20260111_090139_183,20260111_003017,eurrob1,Rougegorge familier,0.9095,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_090139_183.wav,1,BirdNET,3.0,True
det_000618,event_20260111_093502_270,20260111_003017,eurmag1,Pie bavarde,0.9054,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_093502_270.wav,1,BirdNET,3.0,True
det_000619,event_20260111_101540_344,20260111_003017,blutit,Mésange bleue,0.905,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_101540_344.wav,1,BirdNET,3.0,True
det_000620,event_20260111_074356_047,20260111_003017,eurjac,Choucas des tours,0.9044,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_074356_047.wav,1,BirdNET,3.0,True
det_000621,event_20260111_110042_444,20260111_003017,eurmag1,Pie bavarde,0.9036,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_110042_444.wav,1,BirdNET,3.0,True
det_000622,event_20260111_104525_406,20260111_003017,firecr1,Roitelet triple-bandeau,0.9033,6.0,9.0,0,15000,D:\20260111_003017\event_20260111_104525_406.wav,1,BirdNET,3.0,True
det_000623,event_20260111_075329_073,20260111_003017,eurmag1,Pie bavarde,0.9013,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_075329_073.wav,1,BirdNET,3.0,True
det_000624,event_20260111_075428_078,20260111_003017,eurjac,Choucas des tours,0.9012,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_075428_078.wav,1,BirdNET,3.0,True
det_000625,event_20260111_081903_094,20260111_003017,eurmag1,Pie bavarde,0.9006,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_081903_094.wav,1,BirdNET,3.0,True
det_000626,event_20260111_083144_121,20260111_003017,eurrob1,Rougegorge familier,0.9005,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_083144_121.wav,1,BirdNET,3.0,True
det_000627,event_20260111_080118_085,20260111_003017,eurjac,Choucas des tours,0.8987,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_080118_085.wav,1,BirdNET,3.0,True
det_000628,event_20260111_083007_114,20260111_003017,eurrob1,Rougegorge familier,0.8977,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_083007_114.wav,1,BirdNET,3.0,True
det_000629,event_20260111_081207_086,20260111_003017,eurmag1,Pie bavarde,0.8959,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_081207_086.wav,1,BirdNET,3.0,True
det_000630,event_20260111_075306_071,20260111_003017,eurmag1,Pie bavarde,0.8957,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_075306_071.wav,1,BirdNET,3.0,True
det_000631,event_20260111_083144_121,20260111_003017,eurrob1,Rougegorge familier,0.8945,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_083144_121.wav,1,BirdNET,3.0,True
det_000632,event_20260111_074837_060,20260111_003017,eurmag1,Pie bavarde,0.8945,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_074837_060.wav,1,BirdNET,3.0,True
det_000633,event_20260111_090245_191,20260111_003017,eurrob1,Rougegorge familier,0.8945,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_090245_191.wav,1,BirdNET,3.0,True
det_000634,event_20260111_074618_051,20260111_003017,eurmag1,Pie bavarde,0.8938,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_074618_051.wav,1,BirdNET,3.0,True
det_000635,event_20260111_113207_505,20260111_003017,eursta,Ã‰tourneau sansonnet,0.891,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_113207_505.wav,1,BirdNET,3.0,True
det_000636,event_20260111_072833_032,20260111_003017,eurmag1,Pie bavarde,0.8908,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_072833_032.wav,1,BirdNET,3.0,True
det_000637,event_20260111_073628_043,20260111_003017,eurmag1,Pie bavarde,0.8886,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_073628_043.wav,1,BirdNET,3.0,True
det_000638,event_20260111_073600_040,20260111_003017,eurmag1,Pie bavarde,0.8886,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_073600_040.wav,1,BirdNET,3.0,True
det_000639,event_20260111_104459_404,20260111_003017,eurjac,Choucas des tours,0.8883,6.0,9.0,0,15000,D:\20260111_003017\event_20260111_104459_404.wav,1,BirdNET,3.0,True
det_000640,event_20260111_082915_109,20260111_003017,eurrob1,Rougegorge familier,0.8882,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_082915_109.wav,1,BirdNET,3.0,True
det_000641,event_20260111_093020_246,20260111_003017,eurrob1,Rougegorge familier,0.8858,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_093020_246.wav,1,BirdNET,3.0,True
det_000642,event_20260111_110034_443,20260111_003017,eurmag1,Pie bavarde,0.8824,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_110034_443.wav,1,BirdNET,3.0,True
det_000643,event_20260111_074411_049,20260111_003017,eurjac,Choucas des tours,0.8822,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_074411_049.wav,1,BirdNET,3.0,True
det_000644,event_20260111_114231_525,20260111_003017,comchi1,Pouillot véloce,0.8817,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_114231_525.wav,1,BirdNET,3.0,True
det_000645,event_20260111_093116_252,20260111_003017,eurrob1,Rougegorge familier,0.8806,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_093116_252.wav,1,BirdNET,3.0,True
det_000646,event_20260111_090152_185,20260111_003017,eurrob1,Rougegorge familier,0.8785,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_090152_185.wav,1,BirdNET,3.0,True
det_000647,event_20260111_131314_771,20260111_003017,eurmag1,Pie bavarde,0.8776,9.0,12.0,0,15000,D:\20260111_003017\event_20260111_131314_771.wav,1,BirdNET,3.0,True
det_000648,event_20260111_124822_699,20260111_003017,grywag,Bergeronnette des ruisseaux,0.8765,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_124822_699.wav,1,BirdNET,3.0,True
det_000649,event_20260111_093055_250,20260111_003017,eurrob1,Rougegorge familier,0.8755,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_093055_250.wav,1,BirdNET,3.0,True
det_000650,event_20260111_110437_454,20260111_003017,eurmag1,Pie bavarde,0.8754,12.0,15.0,0,15000,D:\20260111_003017\event_20260111_110437_454.wav,1,BirdNET,3.0,True
det_000651,event_20260111_082953_112,20260111_003017,eurrob1,Rougegorge familier,0.8739,12.0,15.0,0,15000,D:\20260111_003017\event_20260111_082953_112.wav,1,BirdNET,3.0,True
det_000652,event_20260111_093451_269,20260111_003017,blutit,Mésange bleue,0.8712,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_093451_269.wav,1,BirdNET,3.0,True
det_000653,event_20260111_081813_093,20260111_003017,eurjac,Choucas des tours,0.8697,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_081813_093.wav,1,BirdNET,3.0,True
det_000654,event_20260111_083918_141,20260111_003017,eurmag1,Pie bavarde,0.8694,6.0,9.0,0,15000,D:\20260111_003017\event_20260111_083918_141.wav,1,BirdNET,3.0,True
det_000655,event_20260111_094016_284,20260111_003017,eurmag1,Pie bavarde,0.8674,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_094016_284.wav,1,BirdNET,3.0,True
det_000656,event_20260111_110026_442,20260111_003017,eurmag1,Pie bavarde,0.8652,12.0,15.0,0,15000,D:\20260111_003017\event_20260111_110026_442.wav,1,BirdNET,3.0,True
det_000657,event_20260111_101014_328,20260111_003017,eurmag1,Pie bavarde,0.8633,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_101014_328.wav,1,BirdNET,3.0,True
det_000658,event_20260111_092913_239,20260111_003017,eurrob1,Rougegorge familier,0.8624,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_092913_239.wav,1,BirdNET,3.0,True
det_000659,event_20260111_104858_415,20260111_003017,gretit1,Mésange charbonnière,0.8624,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_104858_415.wav,1,BirdNET,3.0,True
det_000660,event_20260111_090931_204,20260111_003017,eurjac,Choucas des tours,0.8607,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_090931_204.wav,1,BirdNET,3.0,True
det_000661,event_20260111_074429_050,20260111_003017,eurmag1,Pie bavarde,0.8606,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_074429_050.wav,1,BirdNET,3.0,True
det_000662,event_20260111_104515_405,20260111_003017,firecr1,Roitelet triple-bandeau,0.8586,6.0,8.02,0,15000,D:\20260111_003017\event_20260111_104515_405.wav,1,BirdNET,2.0199999999999996,True
det_000663,event_20260111_101014_328,20260111_003017,eurmag1,Pie bavarde,0.8569,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_101014_328.wav,1,BirdNET,3.0,True
det_000664,event_20260111_073553_039,20260111_003017,eurmag1,Pie bavarde,0.8554,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_073553_039.wav,1,BirdNET,3.0,True
det_000665,event_20260111_074411_049,20260111_003017,eurmag1,Pie bavarde,0.8532,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_074411_049.wav,1,BirdNET,3.0,True
det_000666,event_20260111_102942_378,20260111_003017,blutit,Mésange bleue,0.8491,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_102942_378.wav,1,BirdNET,3.0,False
det_000667,event_20260111_084110_147,20260111_003017,eurmag1,Pie bavarde,0.8475,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_084110_147.wav,1,BirdNET,3.0,False
det_000668,event_20260111_085817_176,20260111_003017,eurmag1,Pie bavarde,0.8474,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_085817_176.wav,1,BirdNET,3.0,False
det_000669,event_20260111_093429_267,20260111_003017,blutit,Mésange bleue,0.8413,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_093429_267.wav,1,BirdNET,3.0,False
det_000670,event_20260111_093029_247,20260111_003017,eurrob1,Rougegorge familier,0.8408,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_093029_247.wav,1,BirdNET,3.0,False
det_000671,event_20260111_131431_776,20260111_003017,comchi1,Pouillot véloce,0.8389,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_131431_776.wav,1,BirdNET,3.0,False
det_000672,event_20260111_093108_251,20260111_003017,gretit1,Mésange charbonnière,0.8375,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_093108_251.wav,1,BirdNET,3.0,False
det_000673,event_20260111_074350_046,20260111_003017,eurjac,Choucas des tours,0.8366,0.0,3.0,0,15000,D:\20260111_003017\event_20260111_074350_046.wav,1,BirdNET,3.0,False
det_000674,event_20260111_102006_350,20260111_003017,eurmag1,Pie bavarde,0.8364,9.0,12.0,0,15000,D:\20260111_003017\event_20260111_102006_350.wav,1,BirdNET,3.0,False
det_000675,event_20260111_092900_237,20260111_003017,eurrob1,Rougegorge familier,0.8358,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_092900_237.wav,1,BirdNET,3.0,False
det_000676,event_20260111_072914_033,20260111_003017,eurmag1,Pie bavarde,0.8354,3.0,6.0,0,15000,D:\20260111_003017\event_20260111_072914_033.wav,1,BirdNET,3.0,False
