event_id,session_id,start_time,end_time,duration_s,rms_mean,rms_max,peak_max,borderline,wav_path,notes,public_detections_count,public_species_unique,public_total_duration_s,public_top_species_by_count,public_top_species_by_duration
event_20260111_085846_180,20260111_003017,2026-01-11T08:58:46+01:00,2026-01-11T08:58:49+01:00,6.49,0.00617,,0.04168,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_085846_180.wav,,0,0,0.0,,
event_20260111_085851_181,20260111_003017,2026-01-11T08:58:51+01:00,2026-01-11T08:58:56+01:00,6.14,0.00528,,0.05713,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_085851_181.wav,,0,0,0.0,,
event_20260111_090127_182,20260111_003017,2026-01-11T09:01:27+01:00,2026-01-11T09:01:32+01:00,8.02,0.003205,,0.05262,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090127_182.wav,,0,0,0.0,,
event_20260111_090136_183,20260111_003017,2026-01-11T09:01:36+01:00,2026-01-11T09:01:39+01:00,6.49,0.00243,,0.04044,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090136_183.wav,,0,0,0.0,,
event_20260111_090139_184,20260111_003017,2026-01-11T09:01:39+01:00,2026-01-11T09:01:46+01:00,6.83,0.0030949999999999,,0.04889,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090139_184.wav,,0,0,0.0,,
event_20260111_090146_185,20260111_003017,2026-01-11T09:01:46+01:00,2026-01-11T09:01:52+01:00,6.14,0.003245,,0.04044,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090146_185.wav,,0,0,0.0,,
event_20260111_090155_186,20260111_003017,2026-01-11T09:01:55+01:00,2026-01-11T09:01:58+01:00,6.14,0.01087,,0.0604,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090155_186.wav,,0,0,0.0,,
event_20260111_090202_187,20260111_003017,2026-01-11T09:02:02+01:00,2026-01-11T09:02:06+01:00,6.14,0.004935,,0.05327,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090202_187.wav,,0,0,0.0,,
event_20260111_090207_188,20260111_003017,2026-01-11T09:02:07+01:00,2026-01-11T09:02:14+01:00,8.36,0.002025,,0.0408,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090207_188.wav,,0,0,0.0,,
event_20260111_090225_189,20260111_003017,2026-01-11T09:02:25+01:00,2026-01-11T09:02:29+01:00,6.31,0.00684,,0.04078,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090225_189.wav,,0,0,0.0,,
event_20260111_090233_190,20260111_003017,2026-01-11T09:02:33+01:00,2026-01-11T09:02:37+01:00,6.83,0.00768,,0.04289,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090233_190.wav,,0,0,0.0,,
event_20260111_090241_191,20260111_003017,2026-01-11T09:02:41+01:00,2026-01-11T09:02:45+01:00,7.34,0.0135699999999999,,0.08663,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090241_191.wav,,0,0,0.0,,
event_20260111_090259_192,20260111_003017,2026-01-11T09:02:59+01:00,2026-01-11T09:03:03+01:00,6.49,0.006255,,0.04311,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090259_192.wav,,0,0,0.0,,
event_20260111_090455_193,20260111_003017,2026-01-11T09:04:55+01:00,2026-01-11T09:04:58+01:00,6.14,0.007515,,0.04231,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090455_193.wav,,0,0,0.0,,
event_20260111_090510_194,20260111_003017,2026-01-11T09:05:10+01:00,2026-01-11T09:05:14+01:00,6.14,0.00709,,0.04301,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090510_194.wav,,0,0,0.0,,
event_20260111_090533_195,20260111_003017,2026-01-11T09:05:33+01:00,2026-01-11T09:05:38+01:00,7.51,0.009705,,0.06082,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090533_195.wav,,0,0,0.0,,
event_20260111_090544_196,20260111_003017,2026-01-11T09:05:44+01:00,2026-01-11T09:05:50+01:00,8.87,0.013255,,0.08731,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090544_196.wav,,0,0,0.0,,
event_20260111_090822_197,20260111_003017,2026-01-11T09:08:22+01:00,2026-01-11T09:08:27+01:00,7.34,0.006665,,0.04388,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090822_197.wav,,0,0,0.0,,
event_20260111_090829_198,20260111_003017,2026-01-11T09:08:29+01:00,2026-01-11T09:08:35+01:00,7.68,0.01846,,0.11551,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090829_198.wav,,0,0,0.0,,
event_20260111_090844_199,20260111_003017,2026-01-11T09:08:44+01:00,2026-01-11T09:08:48+01:00,6.14,0.0070849999999999,,0.04865,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090844_199.wav,,0,0,0.0,,
event_20260111_090849_200,20260111_003017,2026-01-11T09:08:49+01:00,2026-01-11T09:08:54+01:00,6.14,0.005605,,0.04147,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090849_200.wav,,0,0,0.0,,
event_20260111_090859_201,20260111_003017,2026-01-11T09:08:59+01:00,2026-01-11T09:09:03+01:00,7.0,0.00699,,0.0417,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090859_201.wav,,0,0,0.0,,
event_20260111_090906_202,20260111_003017,2026-01-11T09:09:06+01:00,2026-01-11T09:09:10+01:00,6.14,0.007475,,0.04749,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090906_202.wav,,0,0,0.0,,
event_20260111_090910_203,20260111_003017,2026-01-11T09:09:10+01:00,2026-01-11T09:09:16+01:00,6.14,0.0058899999999999,,0.04154,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090910_203.wav,,0,0,0.0,,
event_20260111_090928_204,20260111_003017,2026-01-11T09:09:28+01:00,2026-01-11T09:09:32+01:00,6.14,0.0063149999999999,,0.04347,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090928_204.wav,,0,0,0.0,,
event_20260111_090934_205,20260111_003017,2026-01-11T09:09:34+01:00,2026-01-11T09:09:38+01:00,6.14,0.004765,,0.042,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_090934_205.wav,,0,0,0.0,,
event_20260111_091007_206,20260111_003017,2026-01-11T09:10:07+01:00,2026-01-11T09:10:13+01:00,8.87,0.007955,,0.04062,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091007_206.wav,,0,0,0.0,,
event_20260111_091145_207,20260111_003017,2026-01-11T09:11:45+01:00,2026-01-11T09:11:48+01:00,6.83,0.00568,,0.04445,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091145_207.wav,,0,0,0.0,,
event_20260111_091231_208,20260111_003017,2026-01-11T09:12:31+01:00,2026-01-11T09:12:34+01:00,6.14,0.006175,,0.04546,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091231_208.wav,,0,0,0.0,,
event_20260111_091257_209,20260111_003017,2026-01-11T09:12:57+01:00,2026-01-11T09:13:00+01:00,6.14,0.0062299999999999,,0.04035,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091257_209.wav,,0,0,0.0,,
event_20260111_091318_210,20260111_003017,2026-01-11T09:13:18+01:00,2026-01-11T09:13:21+01:00,6.14,0.0072949999999999,,0.04475,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091318_210.wav,,0,0,0.0,,
event_20260111_091328_211,20260111_003017,2026-01-11T09:13:28+01:00,2026-01-11T09:13:31+01:00,6.14,0.0055499999999999,,0.05125,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091328_211.wav,,0,0,0.0,,
event_20260111_091348_212,20260111_003017,2026-01-11T09:13:48+01:00,2026-01-11T09:13:54+01:00,9.73,0.00963,,0.04711,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091348_212.wav,,0,0,0.0,,
event_20260111_091505_213,20260111_003017,2026-01-11T09:15:05+01:00,2026-01-11T09:15:10+01:00,7.51,0.006555,,0.04453,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091505_213.wav,,0,0,0.0,,
event_20260111_091604_214,20260111_003017,2026-01-11T09:16:04+01:00,2026-01-11T09:16:07+01:00,6.14,0.005815,,0.05064,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091604_214.wav,,0,0,0.0,,
event_20260111_091610_215,20260111_003017,2026-01-11T09:16:10+01:00,2026-01-11T09:16:14+01:00,6.49,0.0075049999999999,,0.068,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091610_215.wav,,0,0,0.0,,
event_20260111_091733_216,20260111_003017,2026-01-11T09:17:33+01:00,2026-01-11T09:17:37+01:00,6.14,0.00858,,0.08002,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091733_216.wav,,0,0,0.0,,
event_20260111_091744_217,20260111_003017,2026-01-11T09:17:44+01:00,2026-01-11T09:17:48+01:00,6.66,0.005175,,0.04208,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091744_217.wav,,0,0,0.0,,
event_20260111_091815_218,20260111_003017,2026-01-11T09:18:15+01:00,2026-01-11T09:18:19+01:00,7.17,0.011,,0.0838,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091815_218.wav,,0,0,0.0,,
event_20260111_091824_219,20260111_003017,2026-01-11T09:18:24+01:00,2026-01-11T09:18:28+01:00,6.14,0.00715,,0.04369,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091824_219.wav,,0,0,0.0,,
event_20260111_091832_220,20260111_003017,2026-01-11T09:18:32+01:00,2026-01-11T09:18:37+01:00,7.17,0.007595,,0.04947,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091832_220.wav,,0,0,0.0,,
event_20260111_091846_221,20260111_003017,2026-01-11T09:18:46+01:00,2026-01-11T09:18:49+01:00,6.31,0.01178,,0.06079,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091846_221.wav,,0,0,0.0,,
event_20260111_091901_222,20260111_003017,2026-01-11T09:19:01+01:00,2026-01-11T09:19:04+01:00,6.14,0.0098,,0.04835,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091901_222.wav,,0,0,0.0,,
event_20260111_091921_223,20260111_003017,2026-01-11T09:19:21+01:00,2026-01-11T09:19:24+01:00,6.14,0.00788,,0.06793,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091921_223.wav,,0,0,0.0,,
event_20260111_091932_224,20260111_003017,2026-01-11T09:19:32+01:00,2026-01-11T09:19:35+01:00,6.14,0.010925,,0.07588,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091932_224.wav,,0,0,0.0,,
event_20260111_091937_225,20260111_003017,2026-01-11T09:19:37+01:00,2026-01-11T09:19:41+01:00,6.14,0.012205,,0.0883,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_091937_225.wav,,0,0,0.0,,
event_20260111_092135_226,20260111_003017,2026-01-11T09:21:35+01:00,2026-01-11T09:21:41+01:00,9.39,0.008195,,0.04112,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092135_226.wav,,0,0,0.0,,
event_20260111_092320_227,20260111_003017,2026-01-11T09:23:20+01:00,2026-01-11T09:23:23+01:00,6.14,0.005245,,0.05641,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092320_227.wav,,0,0,0.0,,
event_20260111_092405_228,20260111_003017,2026-01-11T09:24:05+01:00,2026-01-11T09:24:11+01:00,8.87,0.00721,,0.05602,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092405_228.wav,,0,0,0.0,,
event_20260111_092415_229,20260111_003017,2026-01-11T09:24:15+01:00,2026-01-11T09:24:20+01:00,7.17,0.004845,,0.04137,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092415_229.wav,,0,0,0.0,,
event_20260111_092425_230,20260111_003017,2026-01-11T09:24:25+01:00,2026-01-11T09:24:28+01:00,6.14,0.00698,,0.04518,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092425_230.wav,,0,0,0.0,,
event_20260111_092504_231,20260111_003017,2026-01-11T09:25:04+01:00,2026-01-11T09:25:07+01:00,6.49,0.006635,,0.0572,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092504_231.wav,,0,0,0.0,,
event_20260111_092514_232,20260111_003017,2026-01-11T09:25:14+01:00,2026-01-11T09:25:24+01:00,12.46,0.009365,,0.04665,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092514_232.wav,,0,0,0.0,,
event_20260111_092539_233,20260111_003017,2026-01-11T09:25:39+01:00,2026-01-11T09:25:48+01:00,11.95,0.008125,,0.04415,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092539_233.wav,,0,0,0.0,,
event_20260111_092738_234,20260111_003017,2026-01-11T09:27:38+01:00,2026-01-11T09:27:42+01:00,6.49,0.005595,,0.04803,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092738_234.wav,,0,0,0.0,,
event_20260111_092836_235,20260111_003017,2026-01-11T09:28:36+01:00,2026-01-11T09:28:40+01:00,7.17,0.008925,,0.06209,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092836_235.wav,,0,0,0.0,,
event_20260111_092847_236,20260111_003017,2026-01-11T09:28:47+01:00,2026-01-11T09:28:52+01:00,7.68,0.00545,,0.04039,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092847_236.wav,,0,0,0.0,,
event_20260111_092855_237,20260111_003017,2026-01-11T09:28:55+01:00,2026-01-11T09:29:00+01:00,7.85,0.0069949999999999,,0.05007,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092855_237.wav,,0,0,0.0,,
event_20260111_092902_238,20260111_003017,2026-01-11T09:29:02+01:00,2026-01-11T09:29:06+01:00,6.14,0.00761,,0.04481,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092902_238.wav,,0,0,0.0,,
event_20260111_092909_239,20260111_003017,2026-01-11T09:29:09+01:00,2026-01-11T09:29:14+01:00,7.34,0.006665,,0.04372,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092909_239.wav,,0,0,0.0,,
event_20260111_092919_240,20260111_003017,2026-01-11T09:29:19+01:00,2026-01-11T09:29:22+01:00,6.14,0.00803,,0.04285,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092919_240.wav,,0,0,0.0,,
event_20260111_092941_241,20260111_003017,2026-01-11T09:29:41+01:00,2026-01-11T09:29:45+01:00,7.0,0.00654,,0.05056,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092941_241.wav,,0,0,0.0,,
event_20260111_092945_242,20260111_003017,2026-01-11T09:29:45+01:00,2026-01-11T09:29:51+01:00,6.14,0.006215,,0.06097,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092945_242.wav,,0,0,0.0,,
event_20260111_092952_243,20260111_003017,2026-01-11T09:29:52+01:00,2026-01-11T09:29:57+01:00,6.14,0.00872,,0.04026,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092952_243.wav,,0,0,0.0,,
event_20260111_092958_244,20260111_003017,2026-01-11T09:29:58+01:00,2026-01-11T09:30:03+01:00,6.14,0.0119499999999999,,0.05624,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_092958_244.wav,,0,0,0.0,,
event_20260111_093010_245,20260111_003017,2026-01-11T09:30:10+01:00,2026-01-11T09:30:13+01:00,6.31,0.00826,,0.043,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093010_245.wav,,0,0,0.0,,
event_20260111_093017_246,20260111_003017,2026-01-11T09:30:17+01:00,2026-01-11T09:30:20+01:00,6.14,0.00928,,0.04481,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093017_246.wav,,0,0,0.0,,
event_20260111_093025_247,20260111_003017,2026-01-11T09:30:25+01:00,2026-01-11T09:30:29+01:00,6.83,0.00929,,0.05205,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093025_247.wav,,0,0,0.0,,
event_20260111_093032_248,20260111_003017,2026-01-11T09:30:32+01:00,2026-01-11T09:30:36+01:00,6.66,0.004635,,0.04561,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093032_248.wav,,0,0,0.0,,
event_20260111_093036_249,20260111_003017,2026-01-11T09:30:36+01:00,2026-01-11T09:30:42+01:00,6.14,0.00502,,0.04357,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093036_249.wav,,0,0,0.0,,
event_20260111_093051_250,20260111_003017,2026-01-11T09:30:51+01:00,2026-01-11T09:30:55+01:00,6.83,0.00504,,0.04245,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093051_250.wav,,0,0,0.0,,
event_20260111_093059_251,20260111_003017,2026-01-11T09:30:59+01:00,2026-01-11T09:31:08+01:00,11.95,0.00703,,0.04327,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093059_251.wav,,0,0,0.0,,
event_20260111_093110_252,20260111_003017,2026-01-11T09:31:10+01:00,2026-01-11T09:31:16+01:00,7.68,0.010065,,0.04642,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093110_252.wav,,0,0,0.0,,
event_20260111_093116_253,20260111_003017,2026-01-11T09:31:16+01:00,2026-01-11T09:31:23+01:00,7.17,0.00891,,0.08285,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093116_253.wav,,0,0,0.0,,
event_20260111_093127_254,20260111_003017,2026-01-11T09:31:27+01:00,2026-01-11T09:31:30+01:00,6.14,0.00701,,0.05269,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093127_254.wav,,0,0,0.0,,
event_20260111_093135_255,20260111_003017,2026-01-11T09:31:35+01:00,2026-01-11T09:31:38+01:00,6.14,0.007545,,0.05433,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093135_255.wav,,0,0,0.0,,
event_20260111_093146_256,20260111_003017,2026-01-11T09:31:46+01:00,2026-01-11T09:31:49+01:00,6.14,0.006115,,0.04292,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093146_256.wav,,0,0,0.0,,
event_20260111_093151_257,20260111_003017,2026-01-11T09:31:51+01:00,2026-01-11T09:31:56+01:00,6.83,0.0058449999999999,,0.04473,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093151_257.wav,,0,0,0.0,,
event_20260111_093215_258,20260111_003017,2026-01-11T09:32:15+01:00,2026-01-11T09:32:18+01:00,6.31,0.011775,,0.05309,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093215_258.wav,,0,0,0.0,,
event_20260111_093225_259,20260111_003017,2026-01-11T09:32:25+01:00,2026-01-11T09:32:28+01:00,6.14,0.00577,,0.04617,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093225_259.wav,,0,0,0.0,,
event_20260111_093231_260,20260111_003017,2026-01-11T09:32:31+01:00,2026-01-11T09:32:34+01:00,6.14,0.00683,,0.04312,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093231_260.wav,,0,0,0.0,,
event_20260111_093244_261,20260111_003017,2026-01-11T09:32:44+01:00,2026-01-11T09:32:47+01:00,6.14,0.00462,,0.0407,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093244_261.wav,,0,0,0.0,,
event_20260111_093247_262,20260111_003017,2026-01-11T09:32:47+01:00,2026-01-11T09:32:56+01:00,9.05,0.0065749999999999,,0.04645,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093247_262.wav,,0,0,0.0,,
event_20260111_093256_263,20260111_003017,2026-01-11T09:32:56+01:00,2026-01-11T09:33:02+01:00,6.14,0.004655,,0.04006,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093256_263.wav,,0,0,0.0,,
event_20260111_093313_264,20260111_003017,2026-01-11T09:33:13+01:00,2026-01-11T09:33:16+01:00,6.14,0.0046949999999999,,0.04476,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093313_264.wav,,0,0,0.0,,
event_20260111_093316_265,20260111_003017,2026-01-11T09:33:16+01:00,2026-01-11T09:33:22+01:00,6.14,0.005625,,0.04905,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093316_265.wav,,0,0,0.0,,
event_20260111_093401_266,20260111_003017,2026-01-11T09:34:01+01:00,2026-01-11T09:34:04+01:00,6.14,0.002725,,0.04788,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093401_266.wav,,0,0,0.0,,
event_20260111_093426_267,20260111_003017,2026-01-11T09:34:26+01:00,2026-01-11T09:34:29+01:00,6.14,0.004795,,0.0401,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093426_267.wav,,0,0,0.0,,
event_20260111_093434_268,20260111_003017,2026-01-11T09:34:34+01:00,2026-01-11T09:34:37+01:00,6.14,0.0058899999999999,,0.04592,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093434_268.wav,,0,0,0.0,,
event_20260111_093438_269,20260111_003017,2026-01-11T09:34:38+01:00,2026-01-11T09:34:51+01:00,13.65,0.008165,,0.05575,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093438_269.wav,,0,0,0.0,,
event_20260111_093458_270,20260111_003017,2026-01-11T09:34:58+01:00,2026-01-11T09:35:02+01:00,6.31,0.00563,,0.04013,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093458_270.wav,,0,0,0.0,,
event_20260111_093520_271,20260111_003017,2026-01-11T09:35:20+01:00,2026-01-11T09:35:23+01:00,6.49,0.022545,,0.12702,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093520_271.wav,,0,0,0.0,,
event_20260111_093525_272,20260111_003017,2026-01-11T09:35:25+01:00,2026-01-11T09:35:29+01:00,6.14,0.00927,,0.04635,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093525_272.wav,,0,0,0.0,,
event_20260111_093530_273,20260111_003017,2026-01-11T09:35:30+01:00,2026-01-11T09:35:42+01:00,12.97,0.01242,,0.08641,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093530_273.wav,,0,0,0.0,,
event_20260111_093610_274,20260111_003017,2026-01-11T09:36:10+01:00,2026-01-11T09:36:13+01:00,6.31,0.005735,,0.04012,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093610_274.wav,,0,0,0.0,,
event_20260111_093656_275,20260111_003017,2026-01-11T09:36:56+01:00,2026-01-11T09:37:02+01:00,8.87,0.0078599999999999,,0.04646,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093656_275.wav,,0,0,0.0,,
event_20260111_093716_276,20260111_003017,2026-01-11T09:37:16+01:00,2026-01-11T09:37:20+01:00,7.0,0.0046549999999999,,0.04512,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093716_276.wav,,0,0,0.0,,
event_20260111_093747_277,20260111_003017,2026-01-11T09:37:47+01:00,2026-01-11T09:37:51+01:00,7.17,0.007805,,0.05622,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093747_277.wav,,0,0,0.0,,
event_20260111_093832_278,20260111_003017,2026-01-11T09:38:32+01:00,2026-01-11T09:38:36+01:00,6.49,0.0065,,0.04167,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093832_278.wav,,0,0,0.0,,
event_20260111_093838_279,20260111_003017,2026-01-11T09:38:38+01:00,2026-01-11T09:38:42+01:00,6.14,0.00802,,0.04171,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093838_279.wav,,0,0,0.0,,
event_20260111_093847_280,20260111_003017,2026-01-11T09:38:47+01:00,2026-01-11T09:38:50+01:00,6.31,0.01224,,0.05569,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093847_280.wav,,0,0,0.0,,
event_20260111_093904_281,20260111_003017,2026-01-11T09:39:04+01:00,2026-01-11T09:39:08+01:00,6.14,0.01143,,0.06315,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093904_281.wav,,0,0,0.0,,
event_20260111_093908_282,20260111_003017,2026-01-11T09:39:08+01:00,2026-01-11T09:39:14+01:00,6.14,0.010485,,0.04935,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093908_282.wav,,0,0,0.0,,
event_20260111_093957_283,20260111_003017,2026-01-11T09:39:57+01:00,2026-01-11T09:40:05+01:00,10.58,0.008715,,0.04397,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_093957_283.wav,,0,0,0.0,,
event_20260111_094006_284,20260111_003017,2026-01-11T09:40:06+01:00,2026-01-11T09:40:16+01:00,11.09,0.007015,,0.0405,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094006_284.wav,,0,0,0.0,,
event_20260111_094118_285,20260111_003017,2026-01-11T09:41:18+01:00,2026-01-11T09:41:24+01:00,9.56,0.00805,,0.04997,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094118_285.wav,,0,0,0.0,,
event_20260111_094204_286,20260111_003017,2026-01-11T09:42:04+01:00,2026-01-11T09:42:10+01:00,9.22,0.00933,,0.04043,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094204_286.wav,,0,0,0.0,,
event_20260111_094215_287,20260111_003017,2026-01-11T09:42:15+01:00,2026-01-11T09:42:19+01:00,6.31,0.0097,,0.0758,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094215_287.wav,,0,0,0.0,,
event_20260111_094223_288,20260111_003017,2026-01-11T09:42:23+01:00,2026-01-11T09:42:32+01:00,12.12,0.011605,,0.07877,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094223_288.wav,,0,0,0.0,,
event_20260111_094233_289,20260111_003017,2026-01-11T09:42:33+01:00,2026-01-11T09:42:40+01:00,8.19,0.01163,,0.10312,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094233_289.wav,,0,0,0.0,,
event_20260111_094240_290,20260111_003017,2026-01-11T09:42:40+01:00,2026-01-11T09:42:57+01:00,17.07,0.00866,,0.04212,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094240_290.wav,,0,0,0.0,,
event_20260111_094259_291,20260111_003017,2026-01-11T09:42:59+01:00,2026-01-11T09:43:25+01:00,27.65,0.011195,,0.04083,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094259_291.wav,,0,0,0.0,,
event_20260111_094330_292,20260111_003017,2026-01-11T09:43:30+01:00,2026-01-11T09:43:33+01:00,6.49,0.00641,,0.04524,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094330_292.wav,,0,0,0.0,,
event_20260111_094338_293,20260111_003017,2026-01-11T09:43:38+01:00,2026-01-11T09:43:42+01:00,6.14,0.00777,,0.0406,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094338_293.wav,,0,0,0.0,,
event_20260111_094500_294,20260111_003017,2026-01-11T09:45:00+01:00,2026-01-11T09:45:11+01:00,14.51,0.01125,,0.07019,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094500_294.wav,,0,0,0.0,,
event_20260111_094516_295,20260111_003017,2026-01-11T09:45:16+01:00,2026-01-11T09:45:20+01:00,7.51,0.007925,,0.09267,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094516_295.wav,,0,0,0.0,,
event_20260111_094612_296,20260111_003017,2026-01-11T09:46:12+01:00,2026-01-11T09:46:18+01:00,8.36,0.008435,,0.046,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094612_296.wav,,0,0,0.0,,
event_20260111_094624_297,20260111_003017,2026-01-11T09:46:24+01:00,2026-01-11T09:46:28+01:00,6.49,0.006065,,0.04484,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094624_297.wav,,0,0,0.0,,
event_20260111_094637_298,20260111_003017,2026-01-11T09:46:37+01:00,2026-01-11T09:46:42+01:00,8.53,0.0065,,0.04956,False,/home/villedieurio/evened/keep/20260111_003017/event_20260111_094637_298.wav,,0,0,0.0,,
